name,model,tree_length
ENSG00000138071_AA,JTT+F,0.088
ENSG00000163382_AA,Poisson+F+G,1.099
ENSG00000117143_AA,WAG+F+G,0.610
ENSG00000133135_AA,WAG+F,0.343
ENSG00000177614_AA,Poisson+F+G,1.031
ENSG00000189091_AA,JTT+F,0.018
ENSG00000102802_AA,LG+F,0.708
ENSG00000101282_AA,FLU+F,1.261
ENSG00000087338_AA,Poisson+F,0.455
ENSG00000115380_AA,FLU+F,0.466
ENSG00000127824_AA,LG+F,0.071
ENSG00000187778_AA,Poisson+F,0.116
ENSG00000132963_AA,LG+F+G,0.435
ENSG00000132824_AA,LG+F,1.397
ENSG00000204842_AA,LG+F+G,0.349
ENSG00000157445_AA,LG+F,0.169
ENSG00000104177_AA,WAG+F,0.291
ENSG00000110075_AA,WAG+F,0.371
ENSG00000118900_AA,LG+F+G,0.968
ENSG00000168546_AA,FLU+F+G,0.731
ENSG00000171806_AA,JTT+F+G,1.980
ENSG00000135090_AA,Poisson+F+G,0.237
ENSG00000154654_AA,JTT+F,0.316
ENSG00000134461_AA,JTT+F+G,1.610
ENSG00000087245_AA,LG+F+G,0.564
ENSG00000182180_AA,WAG+F,1.086
ENSG00000162745_AA,WAG+F+G,1.125
ENSG00000182004_AA,JTT+F+G,0.110
ENSG00000100504_AA,WAG+F+G,0.435
ENSG00000169714_AA,JTT+F+G,0.023
ENSG00000138382_AA,FLU+F+G,1.013
ENSG00000111615_AA,FLU+F+G,0.567
ENSG00000163848_AA,WAG+F,0.098
ENSG00000115145_AA,LG+F,0.691
ENSG00000262149_AA,LG+F+G,0.469
ENSG00000172613_AA,JTT+F+G,1.314
ENSG00000187871_AA,JTT+F,1.898
ENSG00000120437_AA,LG+F+G,1.304
ENSG00000166313_AA,WAG+F,0.285
ENSG00000102879_AA,Poisson+F,0.374
ENSG00000146776_AA,WAG+F+G,0.528
ENSG00000000005_AA,FLU+F+G,0.283
ENSG00000136826_AA,FLU+F+G,0.944
ENSG00000031823_AA,JTT+F+G,0.776
ENSG00000131771_AA,LG+F,0.801
ENSG00000096433_AA,FLU+F,0.268
ENSG00000168476_AA,LG+F,0.763
ENSG00000114757_AA,LG+F,0.205
ENSG00000143751_AA,Poisson+F,1.806
ENSG00000153201_AA,Poisson+F+G,1.103
ENSG00000138134_AA,JTT+F+G,0.695
ENSG00000185515_AA,WAG+F+G,0.528
ENSG00000198862_AA,WAG+F,0.854
ENSG00000262847_AA,FLU+F+G,0.473
ENSG00000151304_AA,WAG+F,1.679
ENSG00000176845_AA,FLU+F,1.337
ENSG00000115415_AA,LG+F,0.364
ENSG00000100372_AA,WAG+F,0.497
ENSG00000115526_AA,FLU+F+G,0.968
ENSG00000136630_AA,WAG+F,0.675
ENSG00000104973_AA,FLU+F,0.342
ENSG00000110871_AA,FLU+F,1.039
ENSG00000112294_AA,WAG+F+G,1.078
ENSG00000167874_AA,LG+F+G,0.844
ENSG00000067208_AA,FLU+F,0.345
ENSG00000172244_AA,WAG+F,1.748
ENSG00000088320_AA,FLU+F,0.650
ENSG00000015133_AA,LG+F+G,1.420
ENSG00000046647_AA,Poisson+F+G,2.446
ENSG00000102174_AA,FLU+F+G,0.461
ENSG00000103326_AA,JTT+F+G,0.874
ENSG00000074201_AA,Poisson+F,0.369
ENSG00000115525_AA,JTT+F,1.138
ENSG00000204859_AA,WAG+F+G,0.752
ENSG00000167487_AA,WAG+F+G,0.603
ENSG00000258941_AA,LG+F,1.869
ENSG00000140326_AA,Poisson+F,0.716
ENSG00000136891_AA,JTT+F,0.434
ENSG00000198837_AA,WAG+F,0.511
ENSG00000116990_AA,JTT+F+G,0.742
ENSG00000144815_AA,JTT+F+G,0.662
ENSG00000143369_AA,Poisson+F,1.921
ENSG00000146576_AA,LG+F,0.352
ENSG00000163626_AA,JTT+F+G,1.609
ENSG00000162461_AA,FLU+F+G,0.833
ENSG00000025039_AA,JTT+F+G,0.297
ENSG00000135517_AA,WAG+F+G,0.418
ENSG00000161202_AA,FLU+F,0.102
ENSG00000130748_AA,LG+F+G,0.564
ENSG00000135801_AA,Poisson+F+G,0.495
ENSG00000154822_AA,LG+F+G,0.202
ENSG00000082482_AA,FLU+F+G,0.128
ENSG00000128346_AA,FLU+F+G,1.993
ENSG00000105679_AA,Poisson+F+G,1.201
ENSG00000113593_AA,Poisson+F+G,0.232
ENSG00000147364_AA,LG+F,0.720
ENSG00000116035_AA,JTT+F+G,1.077
ENSG00000082497_AA,FLU+F+G,0.832
ENSG00000172794_AA,WAG+F+G,0.657
ENSG00000121083_AA,WAG+F,0.011
ENSG00000043514_AA,Poisson+F,0.925
ENSG00000067141_AA,LG+F+G,0.413
ENSG00000166747_AA,FLU+F+G,0.094
ENSG00000260164_AA,JTT+F,1.222
ENSG00000213420_AA,LG+F,1.336
ENSG00000162643_AA,Poisson+F+G,1.594
ENSG00000174279_AA,Poisson+F,0.373
ENSG00000188177_AA,Poisson+F+G,1.393
ENSG00000131748_AA,FLU+F+G,0.925
ENSG00000115956_AA,LG+F+G,0.580
ENSG00000138286_AA,Poisson+F+G,1.254
ENSG00000233561_AA,JTT+F+G,0.250
ENSG00000145681_AA,Poisson+F+G,0.414
ENSG00000101938_AA,LG+F,0.347
ENSG00000107263_AA,FLU+F,0.470
ENSG00000013375_AA,FLU+F,1.037
ENSG00000113361_AA,FLU+F,0.269
ENSG00000112306_AA,JTT+F+G,0.221
ENSG00000117594_AA,WAG+F,1.490
ENSG00000115806_AA,LG+F+G,0.899
ENSG00000116863_AA,Poisson+F,0.525
ENSG00000152503_AA,Poisson+F,0.466
ENSG00000181541_AA,Poisson+F,0.011
ENSG00000103496_AA,WAG+F,0.467
ENSG00000178607_AA,LG+F,0.412
ENSG00000181631_AA,WAG+F,1.782
ENSG00000108578_AA,JTT+F,0.380
ENSG00000075945_AA,JTT+F,0.145
ENSG00000102245_AA,WAG+F+G,1.227
ENSG00000180745_AA,JTT+F+G,2.795
ENSG00000123983_AA,JTT+F+G,0.484
ENSG00000154174_AA,JTT+F+G,0.282
ENSG00000091140_AA,JTT+F+G,0.305
ENSG00000120705_AA,Poisson+F+G,0.144
ENSG00000132824_AA,WAG+F+G,1.630
ENSG00000105982_AA,Poisson+F+G,1.819
ENSG00000115602_AA,WAG+F+G,2.711
ENSG00000133059_AA,LG+F,0.501
ENSG00000069869_AA,Poisson+F,0.795
ENSG00000124786_AA,WAG+F,0.547
ENSG00000171105_AA,FLU+F,0.416
ENSG00000171219_AA,LG+F+G,1.095
ENSG00000005339_AA,JTT+F+G,0.335
ENSG00000196150_AA,FLU+F+G,1.423
ENSG00000185896_AA,Poisson+F,2.073
ENSG00000120729_AA,JTT+F,0.618
ENSG00000163485_AA,FLU+F+G,0.818
ENSG00000100483_AA,JTT+F+G,0.729
ENSG00000067836_AA,FLU+F+G,0.528
ENSG00000090487_AA,FLU+F,0.162
ENSG00000257767_AA,Poisson+F,0.369
ENSG00000152700_AA,Poisson+F,0.099
ENSG00000198060_AA,WAG+F+G,0.033
ENSG00000156968_AA,LG+F,1.648
ENSG00000070444_AA,FLU+F,0.352
ENSG00000146576_AA,LG+F+G,0.376
ENSG00000146426_AA,LG+F+G,1.127
ENSG00000260587_AA,WAG+F+G,0.146
ENSG00000197045_AA,LG+F+G,0.213
ENSG00000125454_AA,JTT+F+G,1.432
ENSG00000196505_AA,FLU+F,0.277
ENSG00000168282_AA,FLU+F+G,0.881
ENSG00000179222_AA,JTT+F,0.723
ENSG00000090530_AA,LG+F+G,0.667
ENSG00000080546_AA,Poisson+F+G,0.394
ENSG00000165733_AA,FLU+F+G,1.084
ENSG00000065154_AA,Poisson+F,0.566
ENSG00000164574_AA,JTT+F+G,0.332
ENSG00000165916_AA,LG+F,0.062
ENSG00000183111_AA,LG+F,1.316
ENSG00000265354_AA,Poisson+F+G,0.261
ENSG00000100577_AA,LG+F,1.111
ENSG00000119927_AA,LG+F+G,0.530
ENSG00000168297_AA,FLU+F+G,0.404
ENSG00000184220_AA,WAG+F+G,1.047
ENSG00000244038_AA,WAG+F+G,0.416
ENSG00000178177_AA,WAG+F+G,0.192
ENSG00000079841_AA,LG+F+G,0.428
ENSG00000143995_AA,LG+F,0.043
ENSG00000172361_AA,FLU+F+G,2.517
ENSG00000165209_AA,Poisson+F+G,0.137
ENSG00000122008_AA,LG+F,1.472
ENSG00000135473_AA,LG+F+G,0.204
ENSG00000134258_AA,Poisson+F+G,1.014
ENSG00000050767_AA,WAG+F,0.801
ENSG00000105699_AA,LG+F,1.039
ENSG00000137767_AA,LG+F+G,0.900
ENSG00000173269_AA,FLU+F,2.183
ENSG00000154928_AA,WAG+F,0.082
ENSG00000158062_AA,LG+F,1.536
ENSG00000115607_AA,WAG+F,2.409
ENSG00000104804_AA,FLU+F,2.219
ENSG00000140688_AA,WAG+F+G,1.471
ENSG00000110906_AA,FLU+F,0.059
ENSG00000101365_AA,LG+F,0.320
ENSG00000114107_AA,JTT+F,1.352
ENSG00000183508_AA,WAG+F,0.291
ENSG00000101126_AA,Poisson+F+G,0.307
ENSG00000169306_AA,LG+F,0.068
ENSG00000152404_AA,Poisson+F,1.414
ENSG00000198915_AA,WAG+F,0.433
ENSG00000173868_AA,FLU+F+G,0.800
ENSG00000147874_AA,JTT+F+G,2.197
ENSG00000015413_AA,JTT+F,1.529
ENSG00000100027_AA,LG+F,0.068
ENSG00000145451_AA,Poisson+F,0.152
ENSG00000197050_AA,FLU+F,1.041
ENSG00000163191_AA,FLU+F,0.964
ENSG00000172830_AA,LG+F+G,1.285
ENSG00000148334_AA,JTT+F+G,0.932
ENSG00000085840_AA,Poisson+F+G,1.892
ENSG00000029534_AA,LG+F,0.597
ENSG00000145685_AA,JTT+F+G,0.880
ENSG00000143365_AA,WAG+F+G,0.996
ENSG00000155827_AA,FLU+F,0.177
ENSG00000137558_AA,LG+F,0.335
ENSG00000112282_AA,LG+F+G,0.209
ENSG00000182253_AA,LG+F,2.244
ENSG00000172366_AA,WAG+F,1.165
ENSG00000115041_AA,JTT+F+G,0.343
ENSG00000062485_AA,FLU+F,0.345
ENSG00000115652_AA,WAG+F,0.185
ENSG00000066405_AA,JTT+F+G,0.823
ENSG00000104419_AA,Poisson+F+G,0.396
ENSG00000178522_AA,WAG+F,1.914
ENSG00000131067_AA,JTT+F+G,0.314
ENSG00000198246_AA,LG+F,1.664
ENSG00000139651_AA,Poisson+F,0.183
ENSG00000152061_AA,FLU+F+G,0.482
ENSG00000019169_AA,Poisson+F,2.598
ENSG00000175832_AA,Poisson+F+G,0.572
ENSG00000172348_AA,Poisson+F+G,0.300
ENSG00000153233_AA,JTT+F+G,0.680
ENSG00000160588_AA,WAG+F+G,1.100
ENSG00000166068_AA,JTT+F+G,0.424
ENSG00000177663_AA,JTT+F,1.735
ENSG00000140474_AA,WAG+F,0.503
ENSG00000041880_AA,FLU+F+G,1.888
ENSG00000168803_AA,WAG+F+G,1.084
ENSG00000008311_AA,JTT+F+G,0.801
ENSG00000128805_AA,FLU+F,1.130
ENSG00000119514_AA,JTT+F+G,1.128
ENSG00000166313_AA,LG+F,0.286
ENSG00000154582_AA,LG+F,0.103
ENSG00000144674_AA,JTT+F+G,1.741
ENSG00000065357_AA,Poisson+F,0.671
ENSG00000112031_AA,Poisson+F+G,1.094
ENSG00000145781_AA,FLU+F,0.753
ENSG00000262452_AA,FLU+F,1.313
ENSG00000172399_AA,WAG+F,0.874
ENSG00000260770_AA,Poisson+F,0.117
ENSG00000141582_AA,LG+F,0.586
ENSG00000162670_AA,LG+F+G,0.209
ENSG00000160058_AA,LG+F,0.720
ENSG00000226492_AA,LG+F+G,0.925
ENSG00000061936_AA,JTT+F+G,0.750
ENSG00000119714_AA,Poisson+F,0.846
ENSG00000101224_AA,WAG+F+G,1.130
ENSG00000113558_AA,Poisson+F+G,0.149
ENSG00000092201_AA,LG+F+G,0.063
ENSG00000055130_AA,LG+F+G,0.193
ENSG00000105700_AA,JTT+F,0.866
ENSG00000111602_AA,JTT+F,0.919
ENSG00000135341_AA,JTT+F+G,0.114
ENSG00000188760_AA,WAG+F+G,0.212
ENSG00000157077_AA,LG+F,0.738
ENSG00000174437_AA,WAG+F+G,0.151
ENSG00000073282_AA,FLU+F,0.073
ENSG00000104055_AA,WAG+F,1.080
ENSG00000167394_AA,FLU+F,0.443
ENSG00000147036_AA,Poisson+F+G,0.270
ENSG00000177463_AA,WAG+F,0.132
ENSG00000116663_AA,WAG+F+G,1.684
ENSG00000068796_AA,WAG+F+G,0.077
ENSG00000139209_AA,FLU+F,0.797
ENSG00000159337_AA,Poisson+F+G,1.923
ENSG00000149257_AA,WAG+F+G,0.443
ENSG00000262633_AA,FLU+F+G,0.711
ENSG00000008283_AA,WAG+F+G,1.039
ENSG00000103111_AA,FLU+F,0.738
ENSG00000016864_AA,JTT+F+G,0.643
ENSG00000117013_AA,FLU+F,0.262
ENSG00000145919_AA,Poisson+F+G,0.612
ENSG00000114948_AA,Poisson+F+G,0.451
ENSG00000178235_AA,LG+F,0.095
ENSG00000120051_AA,FLU+F,0.732
ENSG00000143390_AA,WAG+F,1.087
ENSG00000263461_AA,JTT+F+G,0.223
ENSG00000160785_AA,LG+F+G,0.303
ENSG00000108255_AA,FLU+F,0.321
ENSG00000064989_AA,LG+F+G,0.918
ENSG00000105085_AA,JTT+F+G,0.929
ENSG00000205085_AA,Poisson+F+G,1.889
ENSG00000125868_AA,JTT+F+G,0.074
ENSG00000135720_AA,LG+F,0.181
ENSG00000094841_AA,Poisson+F+G,0.999
ENSG00000096395_AA,WAG+F+G,2.819
ENSG00000180245_AA,LG+F+G,1.265
ENSG00000122694_AA,WAG+F+G,0.400
ENSG00000124374_AA,JTT+F+G,0.492
ENSG00000160285_AA,WAG+F,1.217
ENSG00000196517_AA,LG+F+G,0.927
ENSG00000181513_AA,JTT+F,1.588
ENSG00000151475_AA,Poisson+F,0.499
ENSG00000135406_AA,FLU+F,0.320
ENSG00000123473_AA,Poisson+F+G,1.609
ENSG00000181847_AA,WAG+F+G,3.212
ENSG00000169299_AA,LG+F,0.709
ENSG00000175826_AA,JTT+F,0.122
ENSG00000165417_AA,WAG+F+G,0.141
ENSG00000132561_AA,FLU+F+G,0.940
ENSG00000163510_AA,Poisson+F,0.709
ENSG00000065618_AA,Poisson+F+G,1.066
ENSG00000134709_AA,JTT+F,0.389
ENSG00000140022_AA,Poisson+F,0.840
ENSG00000056586_AA,JTT+F,0.203
ENSG00000080608_AA,FLU+F,0.921
ENSG00000159479_AA,JTT+F,0.286
ENSG00000081087_AA,Poisson+F+G,1.220
ENSG00000143190_AA,JTT+F,0.271
ENSG00000113812_AA,JTT+F,0.117
ENSG00000107643_AA,WAG+F+G,0.067
ENSG00000142864_AA,JTT+F,0.124
ENSG00000056972_AA,JTT+F,1.453
ENSG00000157077_AA,Poisson+F,0.732
ENSG00000168826_AA,Poisson+F+G,2.000
ENSG00000183580_AA,Poisson+F+G,0.327
ENSG00000049130_AA,FLU+F,0.977
ENSG00000149124_AA,FLU+F,2.449
ENSG00000151353_AA,LG+F+G,2.009
ENSG00000156738_AA,WAG+F,1.831
ENSG00000141424_AA,WAG+F+G,0.825
ENSG00000129473_AA,FLU+F+G,0.135
ENSG00000180730_AA,LG+F+G,0.712
ENSG00000057593_AA,FLU+F+G,2.459
ENSG00000145715_AA,LG+F+G,0.316
ENSG00000118508_AA,WAG+F,0.881
ENSG00000163162_AA,LG+F,1.153
ENSG00000237335_AA,FLU+F+G,0.207
ENSG00000131059_AA,JTT+F,2.272
ENSG00000188037_AA,LG+F,0.815
ENSG00000156076_AA,WAG+F+G,0.611
ENSG00000100095_AA,Poisson+F,0.603
ENSG00000100347_AA,JTT+F+G,0.662
ENSG00000139793_AA,WAG+F+G,0.125
ENSG00000183579_AA,JTT+F+G,1.146
ENSG00000101115_AA,FLU+F+G,1.473
ENSG00000078747_AA,WAG+F+G,0.320
ENSG00000101079_AA,WAG+F+G,0.495
ENSG00000158186_AA,JTT+F,0.095
ENSG00000168269_AA,JTT+F+G,1.077
ENSG00000172179_AA,Poisson+F,1.914
ENSG00000134222_AA,WAG+F+G,1.615
ENSG00000116918_AA,FLU+F,0.412
ENSG00000100842_AA,LG+F+G,1.351
ENSG00000135847_AA,FLU+F+G,0.888
ENSG00000104731_AA,LG+F+G,1.409
ENSG00000138182_AA,LG+F,1.519
ENSG00000124201_AA,FLU+F,0.829
ENSG00000084676_AA,Poisson+F,0.371
ENSG00000136875_AA,LG+F,0.063
ENSG00000135862_AA,Poisson+F+G,0.639
ENSG00000146834_AA,WAG+F,0.573
ENSG00000213625_AA,WAG+F,0.323
ENSG00000163349_AA,Poisson+F+G,0.284
ENSG00000262485_AA,JTT+F+G,0.854
ENSG00000106853_AA,LG+F,1.748
ENSG00000112319_AA,WAG+F,0.174
ENSG00000162924_AA,WAG+F+G,1.251
ENSG00000146414_AA,LG+F,0.737
ENSG00000120800_AA,WAG+F,0.912
ENSG00000198689_AA,LG+F,0.205
ENSG00000152229_AA,FLU+F+G,1.378
ENSG00000152061_AA,Poisson+F+G,0.439
ENSG00000166676_AA,Poisson+F+G,0.698
ENSG00000108797_AA,FLU+F+G,0.382
ENSG00000175497_AA,LG+F,0.485
ENSG00000108578_AA,Poisson+F,0.379
ENSG00000100325_AA,Poisson+F+G,0.845
ENSG00000179958_AA,JTT+F,1.349
ENSG00000091317_AA,WAG+F+G,2.060
ENSG00000110887_AA,JTT+F,1.442
ENSG00000113048_AA,Poisson+F+G,1.533
ENSG00000140105_AA,JTT+F,0.656
ENSG00000183801_AA,Poisson+F+G,1.400
ENSG00000068903_AA,FLU+F+G,1.071
ENSG00000154007_AA,JTT+F,0.740
ENSG00000182389_AA,FLU+F,0.075
ENSG00000160741_AA,LG+F,0.741
ENSG00000168301_AA,JTT+F,0.030
ENSG00000102007_AA,JTT+F+G,1.642
ENSG00000258818_AA,WAG+F+G,1.917
ENSG00000121075_AA,Poisson+F+G,0.395
ENSG00000122591_AA,FLU+F,0.404
ENSG00000147526_AA,Poisson+F+G,1.578
ENSG00000177614_AA,JTT+F+G,0.935
ENSG00000138078_AA,FLU+F,0.529
ENSG00000140350_AA,WAG+F,0.351
ENSG00000123091_AA,FLU+F,0.209
ENSG00000148735_AA,JTT+F+G,2.495
ENSG00000100490_AA,LG+F+G,0.808
ENSG00000136867_AA,FLU+F,1.404
ENSG00000133958_AA,WAG+F+G,0.362
ENSG00000011332_AA,WAG+F,0.226
ENSG00000187954_AA,LG+F,0.120
ENSG00000080166_AA,LG+F+G,1.237
ENSG00000123609_AA,Poisson+F+G,2.608
ENSG00000139200_AA,JTT+F+G,0.297
ENSG00000138622_AA,JTT+F,0.415
ENSG00000162510_AA,JTT+F,0.623
ENSG00000119714_AA,LG+F+G,1.095
ENSG00000184634_AA,WAG+F+G,0.219
ENSG00000160211_AA,LG+F,0.493
ENSG00000037280_AA,LG+F+G,0.967
ENSG00000164175_AA,JTT+F+G,1.471
ENSG00000139116_AA,LG+F,0.369
ENSG00000032219_AA,Poisson+F+G,0.758
ENSG00000066777_AA,Poisson+F+G,0.191
ENSG00000134717_AA,Poisson+F,0.126
ENSG00000143570_AA,Poisson+F+G,0.566
ENSG00000109475_AA,Poisson+F+G,0.055
ENSG00000214814_AA,WAG+F,0.776
ENSG00000136940_AA,JTT+F+G,0.607
ENSG00000162398_AA,Poisson+F+G,1.861
ENSG00000015592_AA,FLU+F,0.305
ENSG00000162745_AA,WAG+F,0.882
ENSG00000109861_AA,JTT+F+G,1.516
ENSG00000132669_AA,FLU+F,0.643
ENSG00000213694_AA,LG+F,0.916
ENSG00000137968_AA,WAG+F,1.921
ENSG00000072274_AA,WAG+F+G,1.868
ENSG00000189067_AA,FLU+F,1.547
ENSG00000135740_AA,JTT+F+G,0.386
ENSG00000171960_AA,FLU+F+G,0.000
ENSG00000164270_AA,Poisson+F+G,0.511
ENSG00000171819_AA,WAG+F+G,0.948
ENSG00000151690_AA,Poisson+F,0.761
ENSG00000157514_AA,JTT+F+G,0.551
ENSG00000159140_AA,Poisson+F,0.744
ENSG00000151702_AA,JTT+F,0.243
ENSG00000163508_AA,FLU+F+G,0.401
ENSG00000155959_AA,JTT+F,0.562
ENSG00000157693_AA,LG+F+G,0.971
ENSG00000188368_AA,JTT+F,1.712
ENSG00000141314_AA,FLU+F+G,1.449
ENSG00000140153_AA,JTT+F+G,0.248
ENSG00000155158_AA,Poisson+F+G,1.006
ENSG00000137563_AA,WAG+F,1.946
ENSG00000079257_AA,LG+F+G,1.056
ENSG00000114423_AA,WAG+F,0.284
ENSG00000092964_AA,Poisson+F,0.068
ENSG00000266173_AA,FLU+F,0.366
ENSG00000112053_AA,Poisson+F,2.139
ENSG00000062194_AA,FLU+F+G,0.239
ENSG00000139926_AA,FLU+F,0.398
ENSG00000237405_AA,WAG+F+G,1.742
ENSG00000187821_AA,WAG+F+G,1.064
ENSG00000144355_AA,JTT+F,0.096
ENSG00000187003_AA,JTT+F+G,1.132
ENSG00000178053_AA,JTT+F,1.389
ENSG00000130758_AA,WAG+F+G,0.519
ENSG00000166780_AA,Poisson+F,0.236
ENSG00000077279_AA,JTT+F+G,0.203
ENSG00000267229_AA,JTT+F,0.581
ENSG00000158315_AA,LG+F+G,1.726
ENSG00000163814_AA,LG+F,1.704
ENSG00000111783_AA,FLU+F,0.159
ENSG00000102189_AA,LG+F,0.718
ENSG00000101074_AA,WAG+F,1.669
ENSG00000099797_AA,LG+F+G,0.324
ENSG00000196358_AA,LG+F,0.370
ENSG00000068878_AA,LG+F,0.229
ENSG00000164574_AA,LG+F+G,0.337
ENSG00000008710_AA,JTT+F+G,1.663
ENSG00000111424_AA,Poisson+F,0.761
ENSG00000104381_AA,FLU+F,0.253
ENSG00000134748_AA,Poisson+F+G,0.162
ENSG00000151502_AA,WAG+F,0.125
ENSG00000112144_AA,WAG+F+G,0.706
ENSG00000138829_AA,WAG+F,0.203
ENSG00000211584_AA,LG+F+G,0.681
ENSG00000113532_AA,FLU+F,0.120
ENSG00000184305_AA,LG+F+G,1.139
ENSG00000102870_AA,Poisson+F+G,0.746
ENSG00000149600_AA,FLU+F,0.582
ENSG00000166595_AA,LG+F,0.172
ENSG00000006634_AA,Poisson+F,1.529
ENSG00000143164_AA,LG+F+G,0.704
ENSG00000162069_AA,LG+F,1.211
ENSG00000163659_AA,Poisson+F+G,0.399
ENSG00000155636_AA,LG+F+G,0.404
ENSG00000138363_AA,WAG+F+G,0.734
ENSG00000175309_AA,JTT+F,0.728
ENSG00000107242_AA,WAG+F+G,0.408
ENSG00000125977_AA,LG+F,0.207
ENSG00000197506_AA,Poisson+F+G,1.627
ENSG00000031823_AA,LG+F+G,0.820
ENSG00000196814_AA,WAG+F+G,0.148
ENSG00000184368_AA,FLU+F,1.089
ENSG00000145982_AA,FLU+F+G,1.160
ENSG00000135926_AA,JTT+F,0.761
ENSG00000169057_AA,LG+F+G,0.350
ENSG00000170852_AA,JTT+F,0.099
ENSG00000138376_AA,WAG+F+G,1.844
ENSG00000261899_AA,FLU+F,0.521
ENSG00000067167_AA,WAG+F+G,0.403
ENSG00000059573_AA,LG+F,0.215
ENSG00000013573_AA,FLU+F,1.320
ENSG00000114742_AA,LG+F+G,0.052
ENSG00000158856_AA,WAG+F,0.344
ENSG00000165821_AA,JTT+F+G,0.729
ENSG00000154654_AA,LG+F,0.317
ENSG00000130427_AA,FLU+F,1.381
ENSG00000106049_AA,Poisson+F,0.661
ENSG00000172197_AA,LG+F+G,1.084
ENSG00000102010_AA,LG+F+G,0.663
ENSG00000059378_AA,JTT+F+G,1.532
ENSG00000061492_AA,JTT+F+G,0.958
ENSG00000082497_AA,Poisson+F,0.732
ENSG00000135587_AA,JTT+F,1.519
ENSG00000137766_AA,Poisson+F,0.506
ENSG00000185267_AA,WAG+F,1.309
ENSG00000154007_AA,FLU+F+G,0.894
ENSG00000197969_AA,Poisson+F,1.027
ENSG00000095970_AA,FLU+F,1.980
ENSG00000120733_AA,Poisson+F,0.308
ENSG00000215440_AA,LG+F,0.447
ENSG00000123989_AA,WAG+F+G,0.424
ENSG00000135973_AA,JTT+F,0.966
ENSG00000108381_AA,JTT+F,0.860
ENSG00000113368_AA,JTT+F,0.249
ENSG00000198924_AA,FLU+F+G,2.644
ENSG00000170807_AA,JTT+F,0.777
ENSG00000095981_AA,WAG+F+G,1.428
ENSG00000116237_AA,FLU+F,0.275
ENSG00000186479_AA,LG+F,0.333
ENSG00000144028_AA,JTT+F+G,0.040
ENSG00000065615_AA,FLU+F,1.157
ENSG00000112319_AA,WAG+F+G,0.185
ENSG00000003509_AA,WAG+F+G,1.236
ENSG00000104852_AA,LG+F+G,0.167
ENSG00000171227_AA,Poisson+F+G,1.812
ENSG00000012822_AA,WAG+F,0.586
ENSG00000034239_AA,WAG+F,0.782
ENSG00000009844_AA,Poisson+F,0.500
ENSG00000081479_AA,FLU+F,1.694
ENSG00000119927_AA,JTT+F,0.470
ENSG00000112697_AA,JTT+F,0.592
ENSG00000074201_AA,LG+F+G,0.445
ENSG00000021300_AA,WAG+F+G,0.529
ENSG00000065308_AA,Poisson+F+G,0.403
ENSG00000141030_AA,WAG+F+G,0.426
ENSG00000135778_AA,WAG+F,1.113
ENSG00000116604_AA,LG+F,0.307
ENSG00000125821_AA,WAG+F,0.499
ENSG00000127080_AA,LG+F+G,0.841
ENSG00000157107_AA,LG+F+G,0.310
ENSG00000131095_AA,LG+F,0.631
ENSG00000113722_AA,Poisson+F+G,0.977
ENSG00000141655_AA,LG+F+G,2.063
ENSG00000118689_AA,FLU+F,0.342
ENSG00000134278_AA,WAG+F,0.738
ENSG00000095321_AA,JTT+F,0.682
ENSG00000147099_AA,LG+F+G,0.317
ENSG00000182253_AA,WAG+F+G,2.662
ENSG00000168269_AA,Poisson+F,1.029
ENSG00000198719_AA,Poisson+F,0.823
ENSG00000124380_AA,JTT+F,0.526
ENSG00000163755_AA,FLU+F+G,1.127
ENSG00000162512_AA,JTT+F+G,0.868
ENSG00000104998_AA,Poisson+F+G,2.529
ENSG00000113805_AA,WAG+F+G,0.744
ENSG00000094880_AA,WAG+F,0.135
ENSG00000113810_AA,WAG+F+G,0.677
ENSG00000011143_AA,JTT+F+G,0.779
ENSG00000163975_AA,JTT+F,1.186
ENSG00000070950_AA,Poisson+F,1.349
ENSG00000105227_AA,JTT+F+G,1.367
ENSG00000177483_AA,JTT+F,2.614
ENSG00000111843_AA,JTT+F,0.996
ENSG00000134070_AA,Poisson+F,1.748
ENSG00000178568_AA,JTT+F,0.165
ENSG00000163581_AA,JTT+F,1.278
ENSG00000019186_AA,JTT+F+G,1.199
ENSG00000140835_AA,JTT+F,1.699
ENSG00000168490_AA,WAG+F,0.048
ENSG00000189306_AA,JTT+F,1.192
ENSG00000126705_AA,WAG+F+G,0.318
ENSG00000006555_AA,Poisson+F,0.892
ENSG00000101115_AA,FLU+F,1.212
ENSG00000251246_AA,JTT+F+G,0.367
ENSG00000162849_AA,JTT+F+G,1.012
ENSG00000265681_AA,Poisson+F,0.071
ENSG00000140694_AA,WAG+F,0.591
ENSG00000114115_AA,LG+F+G,0.857
ENSG00000170584_AA,LG+F+G,0.284
ENSG00000131238_AA,Poisson+F,0.900
ENSG00000172179_AA,WAG+F,1.956
ENSG00000170421_AA,JTT+F+G,1.513
ENSG00000100353_AA,FLU+F+G,0.072
ENSG00000051596_AA,LG+F+G,0.148
ENSG00000183578_AA,FLU+F+G,0.803
ENSG00000083857_AA,Poisson+F,0.812
ENSG00000151239_AA,JTT+F,0.491
ENSG00000103160_AA,Poisson+F,0.650
ENSG00000183742_AA,WAG+F,1.501
ENSG00000164932_AA,Poisson+F,0.340
ENSG00000135108_AA,FLU+F+G,0.227
