name,model,tree_length
1NF9_A,WAG+F,74.330
1DPG_A,LG+F,68.785
1A65_A,FLU+F,87.692
1AQ2_A,FLU+F,54.098
1DO8_A,JTT+F,52.705
1IM5_A,LG+F,91.298
1LDM_A,JTT+F+G,74.916
1F8X_A,JTT+F+G,32.871
1CD5_A,JTT+F+G,80.741
1AJ8_A,JTT+F,64.536
1C0K_A,JTT+F,107.662
1AUG_A,FLU+F+G,104.098
1DVE_A,JTT+F,63.986
1ROZ_A,JTT+F+G,105.896
1EX1_A,WAG+F,49.234
1J79_A,LG+F+G,73.013
1LVH_A,FLU+F+G,116.739
1RPX_A,LG+F+G,94.456
1BS0_A,FLU+F+G,102.849
1DBT_A,Poisson+F+G,74.024
1FOA_A,JTT+F+G,62.881
1DO8_A,FLU+F+G,142.194
1HPM_A,Poisson+F,1.858
1CHD_A,JTT+F+G,7.758
1CB7_B,Poisson+F,38.964
1BQC_A,LG+F,26.308
1BOU_B,WAG+F,58.004
5COX_A,WAG+F+G,66.974
1WGI_A,LG+F+G,75.754
1G6T_A,Poisson+F,53.533
3PVA_A,Poisson+F+G,111.005
1D8T_A,Poisson+F,33.139
1NN4_A,WAG+F,69.124
2PEC_A,FLU+F,72.790
1GAL_A,JTT+F+G,128.716
1PJB_A,LG+F+G,78.615
1DJ0_A,Poisson+F+G,67.012
1APX_A,JTT+F,34.487
1SOX_A,Poisson+F,52.817
1UAE_A,WAG+F+G,64.089
1TDE_A,WAG+F+G,44.160
1DCO_A,JTT+F,62.171
1C4Z_A,WAG+F+G,16.032
1D2R_A,Poisson+F,54.140
1DVE_A,LG+F,63.992
1EB6_A,WAG+F,10.562
1L0O_A,Poisson+F+G,68.414
1B5T_A,JTT+F,59.698
1QLH_A,WAG+F,41.836
1SLL_A,JTT+F+G,31.311
1B5D_A,LG+F,5.754
1TYF_A,Poisson+F+G,77.020
1S20_A,Poisson+F,57.411
1IDJ_A,WAG+F,72.530
3CSM_A,LG+F+G,111.209
1PJB_A,Poisson+F,53.076
1F8R_A,WAG+F+G,108.548
1FRO_A,LG+F,62.050
1RO7_A,JTT+F+G,16.704
1UQT_A,LG+F,76.628
3CSM_A,JTT+F,71.450
1FOA_A,Poisson+F,33.151
1ABR_A,JTT+F,27.045
1UW8_A,JTT+F+G,84.493
1J79_A,Poisson+F+G,64.137
1B04_A,Poisson+F+G,3.984
1EC9_A,LG+F,46.372
3ECA_A,LG+F,73.981
1DUB_A,LG+F,60.483
1QGX_A,WAG+F,84.733
1Y9M_A,WAG+F,99.214
1BZC_A,LG+F+G,38.453
1PYL_A,WAG+F,9.057
1E5Q_A,JTT+F,64.475
2CPU_A,JTT+F,60.843
1AKO_A,WAG+F,58.913
1OK4_A,LG+F+G,88.893
1R30_A,Poisson+F+G,73.167
1NBF_A,WAG+F+G,3.257
1B7Y_A,WAG+F,7.292
1BS9_A,WAG+F+G,43.427
1INP_A,FLU+F+G,84.576
1GPR_A,FLU+F,96.219
1GE7_A,WAG+F+G,26.987
1CG2_A,WAG+F+G,97.920
3R1R_A,JTT+F,55.135
1AGY_A,LG+F+G,120.556
2ABK_A,JTT+F,44.150
1QV0_A,JTT+F+G,1.966
1AK0_A,FLU+F+G,145.109
1GP5_A,FLU+F,76.356
1DL5_A,FLU+F+G,69.638
1EI5_A,FLU+F+G,57.527
1K4L_A,WAG+F+G,91.404
2PDA_A,FLU+F+G,84.708
1QF6_A,WAG+F+G,67.606
1BH2_A,JTT+F+G,80.677
1MOK_A,LG+F,6.359
1ZIO_A,Poisson+F+G,59.897
1XVT_A,FLU+F,59.177
1H7X_A,FLU+F,27.744
3PVA_A,JTT+F,102.709
1NF9_A,LG+F+G,85.037
1G72_A,FLU+F,63.551
1BH2_A,FLU+F,48.041
1ZYM_A,FLU+F,2.897
1BF2_A,LG+F+G,102.086
1QK2_A,FLU+F,44.697
1GPR_A,LG+F,87.293
1IVH_A,Poisson+F+G,98.099
1G6T_A,LG+F+G,88.030
1K30_A,WAG+F+G,39.285
1OAC_A,LG+F+G,85.481
1RO7_A,LG+F+G,18.092
1RBN_A,FLU+F,47.780
1BXR_B,JTT+F,48.102
1ASY_B,FLU+F,69.206
1CA2_A,LG+F+G,103.403
1DIO_A,WAG+F,16.311
1AUK_A,Poisson+F+G,91.598
1A26_A,WAG+F+G,13.205
2THI_A,Poisson+F+G,6.018
1A8S_A,FLU+F,51.651
1DGS_A,FLU+F,78.062
1VQ1_A,JTT+F,143.732
1BF2_A,JTT+F,64.528
1ITQ_A,WAG+F,63.370
1QFE_A,Poisson+F+G,86.708
1CZF_A,Poisson+F+G,67.672
3ECA_A,WAG+F,71.572
1FR8_A,FLU+F+G,94.160
1SML_A,JTT+F,100.300
1L7Q_A,Poisson+F,103.163
1F6D_A,WAG+F+G,80.639
1MOQ_A,WAG+F+G,1.677
2TS1_A,WAG+F,2.169
1U3F_A,WAG+F,56.312
1CBG_A,FLU+F,72.547
1FPS_A,Poisson+F+G,64.091
1CGK_A,WAG+F,53.443
1HKA_A,LG+F,71.874
1DCO_A,LG+F,61.996
1D7R_A,WAG+F,79.787
1GCU_A,JTT+F,19.786
1M54_A,JTT+F+G,32.572
5COX_A,Poisson+F,32.307
2NLR_A,WAG+F+G,83.350
1YBQ_A,WAG+F+G,98.593
1CWY_A,JTT+F+G,103.122
1DUP_A,JTT+F+G,60.393
1Z9H_A,Poisson+F,37.562
1NSP_A,Poisson+F+G,60.068
1U8V_A,WAG+F,66.645
1GQ8_A,JTT+F,5.092
1CHD_A,Poisson+F,4.829
1ULA_A,LG+F,73.207
1G8O_A,Poisson+F+G,60.397
1S95_A,JTT+F,17.600
1DPG_A,Poisson+F,63.929
1RPX_A,LG+F,61.862
1FF3_A,FLU+F,63.899
1AFW_A,LG+F,52.387
1R6W_A,LG+F+G,116.005
1G24_A,Poisson+F,7.874
1RO7_A,Poisson+F,10.417
1FUA_A,LG+F,82.470
2EBN_A,LG+F,26.142
1E0C_A,WAG+F,93.372
1CTN_A,LG+F,46.970
1FR2_B,FLU+F+G,31.593
1Z9H_A,WAG+F,41.280
1GP5_A,Poisson+F+G,90.195
1E6E_A,FLU+F+G,132.835
1F7U_A,Poisson+F,70.534
1ITQ_A,JTT+F+G,80.770
1OK4_A,WAG+F,74.899
1F2V_A,JTT+F+G,63.868
1IR3_A,Poisson+F,6.580
1I8D_A,FLU+F,86.776
1EVY_A,Poisson+F,81.986
1CHD_A,FLU+F,5.889
1XQW_A,LG+F+G,97.193
1AH7_A,FLU+F,6.544
1B6T_A,Poisson+F+G,78.425
1B04_A,WAG+F+G,4.561
1VNC_A,WAG+F,21.330
2PFL_A,Poisson+F+G,60.752
1EMD_A,LG+F,50.888
1G8F_A,JTT+F,60.766
1NF9_A,JTT+F+G,84.182
1SZD_A,LG+F,39.222
1RBL_A,WAG+F,20.315
1EXP_A,LG+F,40.979
1PMI_A,WAG+F+G,96.664
3PVA_A,LG+F,103.255
1EMD_A,Poisson+F,47.811
1IDT_A,Poisson+F+G,71.872
2F9Z_C,WAG+F,86.735
1D8T_A,Poisson+F+G,45.635
1EH5_A,JTT+F+G,161.430
1HTI_A,FLU+F+G,77.743
1AF7_A,JTT+F,86.210
1BS4_A,FLU+F+G,88.580
1KL7_A,JTT+F,68.565
1PMI_A,JTT+F,91.787
1AJ0_A,JTT+F+G,80.440
1VNC_A,LG+F+G,36.065
1ECF_A,Poisson+F+G,66.385
1RVV_A,FLU+F+G,98.287
1S95_A,FLU+F+G,42.128
1BU7_A,WAG+F,26.676
1DE6_A,FLU+F+G,82.306
1L8T_A,JTT+F,65.038
2TPS_A,WAG+F+G,101.603
1ALK_A,JTT+F+G,107.393
1A16_A,LG+F+G,69.771
1LBU_A,WAG+F+G,90.620
1BG0_A,LG+F,56.769
1PJ5_A,WAG+F+G,72.247
1QFM_A,LG+F+G,96.935
1FUI_A,WAG+F+G,51.090
1BWL_A,WAG+F+G,91.243
1C2T_A,Poisson+F,61.611
1PZ3_A,JTT+F+G,69.144
1CTN_A,JTT+F,46.703
1AVQ_A,Poisson+F+G,33.129
1VID_A,FLU+F+G,67.044
1QCN_A,JTT+F+G,69.085
1AJ0_A,LG+F+G,77.369
1U5U_A,WAG+F,4.097
1FRO_A,WAG+F,60.754
1C0K_A,FLU+F+G,157.677
1M53_A,FLU+F+G,132.655
1CL1_A,Poisson+F,59.767
1BWP_A,LG+F+G,92.381
1QUM_A,WAG+F,56.011
1OR8_A,WAG+F+G,89.415
1WGI_A,FLU+F+G,92.779
1ZIO_A,JTT+F+G,61.926
1GPA_A,LG+F,63.810
1CA2_A,Poisson+F,44.878
1QZ9_A,JTT+F+G,79.957
1PFQ_A,FLU+F,82.960
1QK2_A,JTT+F+G,49.316
1AT1_A,WAG+F+G,70.485
1AKO_A,Poisson+F,55.955
1MQW_A,FLU+F+G,103.171
1MPY_A,JTT+F,73.404
1GDH_A,WAG+F+G,83.933
1X9H_A,FLU+F,53.161
1BJO_A,WAG+F,58.844
1CGK_A,LG+F+G,76.607
1D0S_A,Poisson+F+G,82.778
1SES_B,FLU+F+G,106.844
1CHD_A,LG+F+G,8.401
1F2D_A,FLU+F+G,86.006
1G24_A,JTT+F,9.461
1L6P_A,WAG+F+G,4.265
2PGD_A,FLU+F,47.608
1HQC_A,FLU+F+G,124.338
1I9A_A,FLU+F,99.683
1MBB_A,LG+F,74.382
1KAE_A,JTT+F,65.210
1KL7_A,LG+F,68.549
1D4C_A,LG+F+G,101.370
1L1R_A,LG+F,78.084
1EG7_A,LG+F+G,78.806
1CI8_A,FLU+F+G,132.203
1L7Q_A,FLU+F,131.929
1OBA_A,FLU+F+G,95.644
1OPM_A,JTT+F,44.492
2SQC_A,Poisson+F,67.341
1JHF_A,Poisson+F+G,72.808
1IMA_A,JTT+F,79.614
1DO8_A,LG+F+G,120.753
1BWL_A,LG+F,92.926
1KNP_A,Poisson+F,49.449
1KSJ_A,Poisson+F+G,54.143
1EVY_A,WAG+F+G,95.996
1R6W_A,Poisson+F,67.068
1JH6_A,LG+F,28.745
1BF2_A,FLU+F+G,106.800
1QCN_A,FLU+F,58.328
1CF2_O,LG+F,67.374
1A95_C,FLU+F,64.181
1CG6_A,LG+F+G,83.708
1EYP_A,JTT+F,35.499
1BYA_A,JTT+F+G,102.432
1F8X_A,LG+F,23.041
1B04_A,JTT+F,3.906
1CZF_A,JTT+F,85.946
1Q18_A,Poisson+F+G,80.645
1LDM_A,WAG+F,53.410
1R16_A,WAG+F+G,58.212
1MJ9_A,JTT+F,5.555
1FGH_A,Poisson+F+G,49.901
1K4T_A,WAG+F,29.874
2BBK_L,Poisson+F,1.825
1OS7_A,JTT+F,79.198
1R44_A,Poisson+F,72.646
1F8X_A,LG+F+G,34.113
1RQL_A,Poisson+F,75.531
1CBX_A,FLU+F+G,11.471
1BZC_A,Poisson+F+G,29.157
1RPX_A,WAG+F+G,82.445
1D6O_A,FLU+F+G,75.144
1B3R_A,WAG+F,39.018
1W0H_A,WAG+F+G,65.045
2BKR_A,Poisson+F+G,75.767
1CHD_A,LG+F,5.347
1ASY_B,LG+F+G,83.802
1QH9_A,FLU+F,103.492
1FR8_A,Poisson+F+G,63.236
1IMA_A,WAG+F+G,128.331
1J09_A,JTT+F+G,79.224
1F7L_A,JTT+F,92.879
1IMA_A,Poisson+F+G,74.568
1MFP_A,FLU+F,53.940
2BKR_A,LG+F+G,101.586
1FIQ_C,JTT+F+G,6.629
2XIS_A,JTT+F,51.228
2HDH_A,JTT+F,66.662
1CGK_A,LG+F,55.034
1PFQ_A,WAG+F+G,91.856
1AMY_A,JTT+F+G,87.629
1GP1_A,WAG+F+G,73.346
1AUG_A,LG+F+G,81.108
1B6T_A,Poisson+F,59.898
1PNL_B,Poisson+F+G,7.253
1GE7_A,JTT+F,22.687
1E1A_A,FLU+F+G,14.717
1D4A_A,FLU+F+G,101.831
1QRG_A,JTT+F,95.412
2BMI_A,WAG+F,91.841
1CI8_A,JTT+F,92.307
1NVM_A,JTT+F+G,61.902
1IR3_A,WAG+F,7.274
1G8F_A,LG+F+G,79.896
1HFS_A,WAG+F+G,1.253
1NSJ_A,LG+F,106.056
1AMY_A,Poisson+F,45.093
1AGY_A,WAG+F+G,81.590
3CLA_A,Poisson+F,85.145
1CWY_A,WAG+F,88.690
1E5Q_A,Poisson+F+G,70.168
1A50_B,LG+F,50.112
1NDH_A,FLU+F+G,81.709
1O9I_A,WAG+F+G,78.059
1BU7_A,FLU+F+G,73.956
1YSC_A,JTT+F,75.325
1Q18_A,LG+F+G,103.885
1W0H_A,Poisson+F+G,57.815
2TOH_A,JTT+F,11.913
1UQR_A,JTT+F+G,91.782
1LXA_A,LG+F+G,73.563
1XGM_A,LG+F,83.486
1DEK_A,FLU+F,27.967
2A0N_A,FLU+F,56.816
1LDM_A,LG+F+G,83.957
1OR8_A,WAG+F,55.382
1JS4_A,JTT+F+G,134.674
1OYG_A,JTT+F+G,25.535
1XIK_A,FLU+F,51.564
1DUB_A,FLU+F+G,114.985
1G8O_A,Poisson+F,58.382
1AKO_A,JTT+F+G,68.552
1GIM_A,LG+F+G,62.296
1O98_A,LG+F,54.372
1D6O_A,Poisson+F,49.762
1K4T_A,FLU+F+G,94.654
1DOD_A,FLU+F+G,77.703
2NLR_A,WAG+F,62.209
2DW7_A,Poisson+F,50.342
2CPO_A,LG+F,22.410
1L1L_A,FLU+F+G,75.660
1GUF_A,LG+F+G,145.320
1H3I_A,FLU+F+G,35.906
2PDA_A,LG+F+G,76.543
1BS0_A,FLU+F,85.940
1L0O_A,JTT+F,75.123
1DGS_A,LG+F+G,85.772
2JCW_A,Poisson+F+G,54.427
1PII_A,FLU+F+G,112.275
2DHN_A,FLU+F,96.429
1CB8_A,WAG+F+G,48.923
1QCN_A,Poisson+F,51.510
1PTD_A,FLU+F,46.140
1D8T_A,WAG+F+G,43.475
1BT1_A,JTT+F,18.325
3R1R_A,LG+F+G,99.826
1J2U_A,JTT+F,108.901
1DUP_A,FLU+F,50.246
1RA0_A,JTT+F+G,82.723
1VNC_A,JTT+F+G,35.262
2DLN_A,WAG+F,61.135
1MOQ_A,FLU+F,1.455
1QJE_A,Poisson+F,32.266
2AYH_A,FLU+F+G,88.020
1O8A_A,LG+F+G,106.362
1R30_A,LG+F+G,98.654
1TRK_B,JTT+F,57.589
1YSC_A,LG+F,75.430
1H19_A,LG+F,87.286
1E6E_A,JTT+F,73.633
1E1A_A,Poisson+F+G,8.532
1LAM_A,WAG+F+G,94.131
1R30_A,FLU+F,58.719
1JMS_A,LG+F,17.634
1L7N_A,FLU+F,51.438
1PYL_A,WAG+F+G,9.966
1TAH_B,FLU+F+G,117.290
1EUG_A,LG+F,62.449
1DDJ_A,JTT+F+G,50.727
1HV9_A,LG+F,59.974
1TDE_A,LG+F,38.754
1HFS_A,Poisson+F,0.954
1GAL_A,FLU+F,131.278
1LAM_A,LG+F,88.006
1ROZ_A,JTT+F,57.718
2JCW_A,JTT+F+G,53.972
1QFM_A,LG+F,72.584
2PDA_A,Poisson+F+G,64.381
3CLA_A,Poisson+F+G,114.416
1DLI_A,FLU+F+G,102.059
1C2T_A,FLU+F+G,93.014
1HKA_A,FLU+F+G,109.468
1UAM_A,Poisson+F,61.235
1ZYM_A,WAG+F+G,2.989
1K30_A,JTT+F,24.168
1JH6_A,FLU+F+G,53.748
1M53_A,LG+F,77.550
1DGS_A,Poisson+F+G,72.238
2BMI_A,LG+F+G,95.216
1DIZ_A,JTT+F,44.703
1TYF_A,JTT+F,46.244
1TRK_B,Poisson+F+G,59.920
1BS9_A,Poisson+F,42.710
2THI_A,FLU+F,6.462
1WGI_A,LG+F,57.482
1OBA_A,LG+F,62.409
1AJ0_A,FLU+F,70.437
1PP4_A,Poisson+F+G,57.705
2PIA_A,Poisson+F+G,96.442
2THI_A,Poisson+F,4.658
1BWP_A,FLU+F+G,106.322
2AYH_A,FLU+F,50.468
1ELQ_A,JTT+F+G,82.502
1B8F_A,JTT+F+G,79.968
1SZD_A,FLU+F+G,55.337
1DDJ_A,LG+F+G,53.846
1E2A_A,LG+F+G,107.692
1AFW_A,FLU+F+G,68.803
1AVQ_A,Poisson+F,29.776
1PFK_A,LG+F+G,69.151
1HTI_A,WAG+F,52.754
1CD5_A,Poisson+F+G,65.305
1EBF_A,LG+F,68.429
1YCF_A,FLU+F,90.523
1J7G_A,WAG+F,61.816
1U8V_A,FLU+F+G,97.795
1KEZ_A,LG+F,19.229
1PMA_B,WAG+F,80.353
1F8M_A,JTT+F+G,58.207
1FOA_A,WAG+F,37.370
1IMA_A,Poisson+F,71.633
1IDJ_A,Poisson+F,68.183
1S20_A,WAG+F,62.379
1GCB_A,FLU+F,89.058
1B7Y_A,WAG+F+G,9.926
1CDG_A,WAG+F+G,74.822
1F8R_A,Poisson+F,64.917
1QH5_A,WAG+F+G,77.258
1D4C_A,Poisson+F+G,98.975
1ARZ_A,Poisson+F+G,54.185
1DII_A,Poisson+F+G,87.637
1M9C_A,WAG+F,36.727
1CEL_A,WAG+F,72.733
1BP2_A,FLU+F,73.011
3CLA_A,FLU+F+G,149.135
1E2A_A,WAG+F+G,116.879
1B6T_A,JTT+F+G,96.464
1LJL_A,WAG+F,58.434
1JS4_A,Poisson+F,71.984
1PKN_A,WAG+F+G,64.835
1SZJ_G,JTT+F+G,48.446
1L1L_A,LG+F,32.417
1G79_A,WAG+F,63.442
1FGH_A,LG+F,40.993
1JOF_A,LG+F,19.410
1QWN_A,Poisson+F,66.312
1H7O_A,JTT+F,62.369
1ALD_A,FLU+F,52.247
1DWO_A,JTT+F+G,121.461
1G8O_A,JTT+F,62.294
1BVZ_A,WAG+F+G,91.254
1PMA_B,LG+F+G,103.446
1A6D_A,FLU+F,69.330
1XQW_A,FLU+F+G,112.860
1M54_A,WAG+F,19.815
1GQ8_A,JTT+F+G,6.140
1BOU_B,JTT+F+G,99.585
1QWN_A,LG+F,74.040
1CHM_A,FLU+F,43.284
1BWL_A,Poisson+F,84.626
1G99_A,LG+F+G,77.542
1LBA_A,WAG+F,85.866
1ULA_A,Poisson+F,67.397
1MPY_A,WAG+F+G,74.329
2PEC_A,LG+F+G,85.236
1HFE_L,LG+F+G,32.092
1DBT_A,FLU+F,83.256
1QJE_A,LG+F,36.325
1K32_A,Poisson+F+G,55.619
1D8T_A,FLU+F,35.798
1XGM_A,FLU+F+G,87.019
1ORD_A,WAG+F+G,67.881
1AF7_A,WAG+F+G,106.975
1ULA_A,WAG+F,70.919
1OXA_A,FLU+F,81.288
1L0O_A,FLU+F+G,107.778
3ECA_A,WAG+F+G,103.943
1MLA_A,LG+F,61.473
1BH2_A,LG+F,44.573
206L_A,JTT+F,58.791
2CPU_A,WAG+F+G,72.513
1GPR_A,JTT+F+G,105.752
1FDY_A,JTT+F+G,124.015
1ULA_A,JTT+F+G,95.167
1A65_A,JTT+F+G,87.229
1H7X_A,WAG+F+G,40.036
3PCA_M,LG+F,55.267
1CBX_A,Poisson+F,7.320
1HPM_A,WAG+F+G,2.464
1GP5_A,WAG+F+G,86.844
1MVN_A,Poisson+F,68.224
1L7N_A,LG+F,47.087
1OG1_A,JTT+F,45.521
1IPH_A,LG+F+G,96.445
1NU3_A,Poisson+F+G,48.009
5COX_A,LG+F+G,71.754
1EH5_A,LG+F,90.616
2NLR_A,JTT+F,64.614
2JCW_A,WAG+F+G,51.644
1MLA_A,Poisson+F,57.445
1DAE_A,LG+F+G,77.924
1NF9_A,LG+F,76.059
1NBA_A,Poisson+F,83.754
1NVM_A,FLU+F,43.563
1QBA_A,FLU+F,108.657
1BWZ_A,FLU+F+G,79.946
1KEZ_A,FLU+F,21.643
1L0O_A,WAG+F,72.917
1YBQ_A,Poisson+F,90.397
1PKN_A,FLU+F,57.986
1PYL_A,JTT+F+G,10.665
1AMP_A,FLU+F+G,24.853
1DDJ_A,WAG+F+G,84.156
1KFU_L,Poisson+F,37.394
1JOA_A,LG+F,74.162
2BKR_A,Poisson+F,81.119
1LAM_A,JTT+F+G,98.293
1KEZ_A,LG+F+G,24.882
1OR8_A,JTT+F,56.967
1G64_A,LG+F,53.186
2DOR_A,FLU+F,91.876
1QGX_A,LG+F,88.127
1SCA_A,Poisson+F+G,33.172
1DL5_A,Poisson+F+G,44.314
1VNC_A,WAG+F+G,31.385
1RA0_A,WAG+F+G,76.323
1CZF_A,Poisson+F,77.876
1D8T_A,JTT+F+G,50.093
1D1Q_A,LG+F,90.852
1P5D_X,Poisson+F,53.805
1XTC_A,Poisson+F+G,7.607
1CWY_A,JTT+F,91.641
1E5Q_A,Poisson+F,59.396
1MOQ_A,LG+F+G,1.926
1MHY_D,Poisson+F,8.208
1B8F_A,WAG+F+G,70.396
1UAQ_A,LG+F,62.920
1IR3_A,JTT+F,7.557
1OG1_A,Poisson+F+G,67.121
2PIA_A,FLU+F+G,141.681
1B3R_A,LG+F,39.608
1X9H_A,LG+F,46.156
1EYP_A,Poisson+F,32.876
1DVE_A,FLU+F+G,86.709
2TOH_A,WAG+F,11.651
1H54_A,Poisson+F,69.262
1HPL_A,Poisson+F,60.340
1ELQ_A,WAG+F+G,75.196
1YSC_A,WAG+F,72.695
1RBL_A,LG+F+G,34.434
1STD_A,Poisson+F,34.981
5EAT_A,FLU+F,97.103
1QAZ_A,LG+F,18.929
1GPR_A,Poisson+F,76.182
2NMT_A,Poisson+F+G,128.353
2F9Z_C,LG+F,90.598
1QTN_A,LG+F,1.873
2XIS_A,WAG+F,49.866
1HKA_A,FLU+F,77.672
2HDH_A,WAG+F,64.878
1FUA_A,Poisson+F,75.594
4KBP_A,LG+F,55.566
1H3I_A,Poisson+F+G,20.850
1DVE_A,Poisson+F,59.555
2BMI_A,JTT+F,95.787
1CI8_A,WAG+F,89.670
1CL1_A,Poisson+F+G,68.013
1QRG_A,WAG+F,92.037
1B73_A,FLU+F+G,130.204
1GE7_A,WAG+F,20.806
1AVQ_A,FLU+F+G,51.004
1UAS_A,Poisson+F+G,89.559
1ZYM_A,JTT+F+G,3.620
1OS7_A,WAG+F,76.560
1DLI_A,FLU+F,50.683
1K4T_A,JTT+F,30.948
1D2R_A,LG+F+G,70.714
1PKN_A,JTT+F+G,73.973
1A8H_A,Poisson+F+G,42.174
1Q18_A,FLU+F,95.932
1LDM_A,JTT+F,54.461
1MJ9_A,WAG+F,5.377
1SZJ_G,WAG+F+G,46.525
1I6P_A,FLU+F,76.045
1BQC_A,Poisson+F+G,26.396
1SCA_A,FLU+F+G,44.911
1LVH_A,Poisson+F,80.896
3PCA_M,Poisson+F+G,63.049
1F7L_A,WAG+F,89.448
1H19_A,Poisson+F+G,87.209
1B6T_A,WAG+F+G,91.755
4MDH_A,Poisson+F+G,66.323
1E2A_A,JTT+F+G,133.827
1QFM_A,FLU+F+G,122.938
1QH5_A,JTT+F+G,77.695
1BD3_A,Poisson+F+G,97.490
1B3R_A,JTT+F,39.615
1OPM_A,FLU+F+G,86.347
1AUK_A,LG+F,87.487
1CDG_A,JTT+F+G,82.489
1B7Y_A,JTT+F+G,11.449
1IMA_A,WAG+F,76.737
1K32_A,LG+F+G,70.893
1F8M_A,WAG+F+G,61.319
1DIO_A,LG+F,16.591
1B04_A,WAG+F,3.721
1EX1_A,Poisson+F+G,75.829
1CZF_A,WAG+F,83.332
1EYP_A,WAG+F,34.629
1L0O_A,Poisson+F,68.988
1ZYM_A,Poisson+F,2.020
1L1L_A,LG+F+G,62.172
1HRD_A,FLU+F+G,69.136
1PII_A,LG+F+G,94.038
1A16_A,Poisson+F,65.387
1NID_A,FLU+F,23.877
1CA2_A,FLU+F+G,116.133
1MBB_A,LG+F+G,80.558
1CB7_B,FLU+F,48.213
1OYG_A,Poisson+F+G,20.534
1A65_A,WAG+F+G,77.150
1H7X_A,JTT+F+G,45.064
1OH9_A,Poisson+F+G,89.391
1ELS_A,Poisson+F+G,49.929
1GP5_A,JTT+F+G,92.560
1SNZ_A,FLU+F+G,105.574
1HPM_A,JTT+F+G,2.551
1HPM_A,Poisson+F+G,2.401
1AQ0_A,LG+F+G,77.991
1PMI_A,Poisson+F,82.989
1KAE_A,WAG+F,63.468
1M9C_A,LG+F+G,83.746
1GPR_A,WAG+F+G,97.759
1EBF_A,FLU+F,73.469
1FDY_A,WAG+F+G,112.098
1ULA_A,WAG+F+G,91.577
1S3I_A,FLU+F+G,129.016
1E3V_A,FLU+F,76.780
1OPM_A,WAG+F,42.940
3ECA_A,JTT+F+G,109.239
2CPU_A,JTT+F+G,85.616
1F7U_A,FLU+F+G,151.083
1RVV_A,LG+F+G,75.725
1ORD_A,JTT+F+G,77.447
1AF7_A,JTT+F+G,125.715
1XGM_A,Poisson+F+G,64.180
1MPY_A,WAG+F,71.260
2F9Z_C,Poisson+F+G,78.918
1M54_A,LG+F,20.578
1P1X_A,Poisson+F+G,62.980
1J00_A,FLU+F+G,76.682
1MPY_A,JTT+F+G,79.052
206L_A,Poisson+F,50.439
1G24_A,WAG+F,8.965
1BOU_B,WAG+F+G,98.219
1GQ8_A,WAG+F+G,5.601
2XIS_A,FLU+F+G,87.488
1BVZ_A,JTT+F+G,101.030
1BJO_A,JTT+F,60.042
1DWO_A,WAG+F+G,115.310
1EZ1_A,LG+F,48.760
1G64_A,FLU+F,56.885
206L_A,WAG+F,56.111
1ULA_A,JTT+F,72.645
1OFG_A,FLU+F,97.506
1BYA_A,Poisson+F+G,91.813
4KBP_A,FLU+F,58.877
1IMA_A,LG+F+G,91.379
1EH5_A,LG+F+G,159.477
1LJL_A,LG+F,59.537
1EVY_A,LG+F,90.991
1OG1_A,WAG+F,43.953
1F8R_A,LG+F+G,91.172
1IVH_A,LG+F,44.397
1EUU_A,Poisson+F,68.110
2F9R_A,Poisson+F,20.036
1L6P_A,JTT+F+G,4.573
1M54_A,JTT+F,20.389
1G8O_A,WAG+F,61.033
1R30_A,Poisson+F,52.582
1UAS_A,FLU+F+G,127.549
1G6T_A,LG+F,57.325
1MUD_A,LG+F,2.293
1H7O_A,WAG+F,60.729
1BHG_A,Poisson+F+G,79.393
1PTD_A,Poisson+F+G,37.225
1GDH_A,JTT+F+G,88.826
1ZIO_A,WAG+F+G,60.725
1LBA_A,JTT+F,89.046
1QZ9_A,WAG+F+G,69.581
1G99_A,FLU+F,65.202
1AT1_A,JTT+F+G,83.888
1QK2_A,WAG+F+G,46.204
1UAM_A,LG+F+G,86.168
1DGK_N,FLU+F,34.962
1J09_A,WAG+F+G,73.241
1LJL_A,JTT+F,59.716
1IMA_A,JTT+F+G,91.751
1CEL_A,JTT+F,74.587
1RPX_A,JTT+F+G,92.785
1M9C_A,JTT+F,37.092
1CNS_A,Poisson+F,44.595
1W0H_A,JTT+F+G,51.005
1LXA_A,FLU+F+G,95.454
1ALK_A,Poisson+F,77.602
5EAT_A,LG+F+G,108.596
1KZH_A,FLU+F+G,98.973
1D0S_A,FLU+F+G,121.954
2TOH_A,LG+F+G,19.448
1SNZ_A,FLU+F,89.722
1IMA_A,LG+F,80.251
1G79_A,JTT+F,65.042
1FHL_A,FLU+F+G,97.765
1O9I_A,LG+F+G,74.101
1K32_A,FLU+F,38.081
1HY3_A,FLU+F,50.059
1R16_A,JTT+F+G,57.912
1JS4_A,Poisson+F+G,96.753
1BYA_A,WAG+F+G,95.732
1J7G_A,JTT+F,63.187
1R6W_A,Poisson+F+G,103.427
1AUG_A,Poisson+F,67.007
5EAT_A,Poisson+F+G,100.676
1HTI_A,JTT+F,54.152
1F8R_A,Poisson+F+G,105.467
1NLU_A,FLU+F,19.868
1TDE_A,Poisson+F,37.506
1NVT_A,Poisson+F,94.756
1HRD_A,FLU+F,54.662
1EVY_A,JTT+F+G,114.958
1S20_A,JTT+F,64.632
2BIF_A,FLU+F+G,164.646
1FOA_A,JTT+F,39.388
